31_7_C7_10,20_6_C6_45
19_5_C5_70,8_1_C1_5
32_2_C2_25,1_2_C2_10
32_6_C6_30,22_6_C6_25
1_4_C4_45,22_6_C6_25
22_6_C6_25,9_2_C2_40
38_8_C8_35,34_1_C1_55
8_1_C1_5,7_1_C1_55
21_2_C2_75,5_1_C1_70
32_2_C2_25,38_3_C3_55
9_3_C3_35,34_3_C3_65
4_2_C2_5,2_4_C4_10
1_1_C1_20,38_8_C8_35
32_4_C4_30,9_4_C4_60
1_2_C2_10,9_3_C3_35
38_3_C3_55,9_2_C2_40
22_6_C6_25,34_3_C3_65
22_6_C6_25,34_3_C3_65
13_1_C1_45,7_2_C2_50
10_1_C1_20,8_1_C1_5
31_7_C7_10,7_0_C0_35
22_6_C6_25,6_1_C1_50
7_3_C3_15,6_2_C2_60
22_6_C6_25,9_2_C2_40
22_6_C6_25,6_2_C2_60
1_4_C4_45,6_2_C2_60
1_4_C4_45,6_2_C2_60
22_6_C6_25,38_3_C3_55
8_1_C1_5,1_4_C4_45
32_6_C6_30,24_4_C4_55
10_1_C1_20,4_2_C2_5
7_0_C0_35,2_4_C4_10
20_6_C6_45,24_4_C4_55
10_3_C3_45,24_3_C3_70
1_1_C1_20,5_3_C3_45
8_1_C1_5,33_1_C1_45
7_1_C1_55,6_1_C1_50
7_2_C2_50,38_3_C3_55
10_1_C1_20,30_7_C7_25
32_4_C4_30,24_4_C4_55
13_1_C1_45,16_6_C6_75
7_3_C3_15,32_6_C6_30
24_3_C3_70,32_6_C6_30
34_3_C3_65,16_3_C3_40
34_3_C3_65,5_1_C1_70
10_3_C3_45,20_6_C6_45
7_0_C0_35,34_3_C3_65
2_4_C4_10,30_1_C1_15
32_4_C4_30,32_6_C6_30
34_1_C1_55,32_6_C6_30
1_4_C4_45,16_3_C3_40
32_4_C4_30,34_3_C3_65
1_2_C2_10,24_3_C3_70
32_6_C6_30,1_4_C4_45
38_3_C3_55,1_1_C1_20
8_1_C1_5,5_1_C1_70
32_2_C2_25,34_1_C1_55
22_6_C6_25,33_1_C1_45
6_2_C2_60,8_1_C1_5
1_1_C1_20,16_3_C3_40
7_0_C0_35,21_2_C2_75
32_6_C6_30,16_3_C3_40
7_0_C0_35,5_3_C3_45
30_7_C7_25,6_1_C1_50
32_4_C4_30,20_6_C6_45
22_6_C6_25,34_3_C3_65
9_3_C3_35,1_4_C4_45
10_1_C1_20,1_4_C4_45
32_4_C4_30,5_1_C1_70
10_3_C3_45,9_4_C4_60
2_4_C4_10,38_8_C8_35
30_7_C7_25,22_6_C6_25
32_6_C6_30,16_6_C6_75
1_1_C1_20,19_5_C5_70
7_0_C0_35,30_1_C1_15
7_0_C0_35,30_1_C1_15
19_5_C5_70,22_6_C6_25
7_2_C2_50,9_4_C4_60
7_2_C2_50,9_4_C4_60
7_0_C0_35,8_1_C1_5
6_1_C1_50,13_1_C1_45
32_4_C4_30,7_0_C0_35
31_7_C7_10,6_2_C2_60
7_0_C0_35,21_2_C2_75
13_1_C1_45,19_5_C5_70
32_6_C6_30,9_2_C2_40
8_1_C1_5,21_2_C2_75
21_2_C2_75,9_3_C3_35
22_6_C6_25,5_1_C1_70
1_4_C4_45,7_2_C2_50
38_8_C8_35,16_6_C6_75
16_3_C3_40,2_4_C4_10
24_3_C3_70,22_6_C6_25
7_2_C2_50,38_8_C8_35
7_2_C2_50,38_8_C8_35
13_1_C1_45,24_4_C4_55
34_3_C3_65,33_1_C1_45
7_0_C0_35,7_1_C1_55
1_4_C4_45,9_2_C2_40
30_7_C7_25,20_6_C6_45
32_6_C6_30,38_3_C3_55
30_7_C7_25,7_0_C0_35
13_1_C1_45,24_4_C4_55
32_6_C6_30,32_2_C2_25
31_7_C7_10,10_3_C3_45
7_3_C3_15,9_3_C3_35
33_1_C1_45,10_1_C1_20
1_2_C2_10,9_4_C4_60
4_2_C2_5,13_1_C1_45
1_1_C1_20,16_6_C6_75
16_3_C3_40,24_4_C4_55
10_1_C1_20,32_6_C6_30
1_1_C1_20,24_4_C4_55
7_3_C3_15,16_3_C3_40
16_3_C3_40,32_2_C2_25
8_1_C1_5,38_3_C3_55
5_1_C1_70,38_3_C3_55
10_1_C1_20,21_2_C2_75
38_3_C3_55,6_1_C1_50
4_2_C2_5,13_1_C1_45
7_2_C2_50,21_2_C2_75
7_1_C1_55,34_1_C1_55
1_1_C1_20,6_2_C2_60
31_7_C7_10,8_1_C1_5
6_2_C2_60,32_2_C2_25
6_2_C2_60,2_4_C4_10
32_6_C6_30,24_3_C3_70
7_2_C2_50,27_5_C5_75
1_1_C1_20,27_5_C5_75
7_1_C1_55,6_2_C2_60
38_3_C3_55,13_1_C1_45
1_1_C1_20,32_4_C4_30
4_2_C2_5,5_1_C1_70
34_3_C3_65,9_2_C2_40
7_2_C2_50,1_2_C2_10
32_6_C6_30,9_2_C2_40
16_3_C3_40,7_1_C1_55
9_3_C3_35,24_4_C4_55
7_2_C2_50,21_2_C2_75
34_1_C1_55,16_6_C6_75
31_7_C7_10,13_1_C1_45
7_3_C3_15,34_1_C1_55
32_4_C4_30,22_6_C6_25
16_3_C3_40,2_4_C4_10
9_3_C3_35,7_3_C3_15
38_3_C3_55,20_6_C6_45
9_4_C4_60,16_6_C6_75
30_1_C1_15,5_1_C1_70
6_1_C1_50,5_3_C3_45
4_2_C2_5,24_4_C4_55
7_1_C1_55,9_3_C3_35
34_3_C3_65,6_2_C2_60
7_0_C0_35,10_3_C3_45
6_1_C1_50,21_2_C2_75
9_3_C3_35,9_4_C4_60
4_2_C2_5,1_2_C2_10
22_6_C6_25,32_2_C2_25
32_4_C4_30,8_1_C1_5
34_3_C3_65,5_3_C3_45
32_2_C2_25,34_3_C3_65
30_7_C7_25,33_1_C1_45
7_0_C0_35,24_4_C4_55
9_4_C4_60,33_1_C1_45
32_6_C6_30,7_2_C2_50
32_2_C2_25,38_8_C8_35
6_1_C1_50,5_3_C3_45
9_3_C3_35,30_7_C7_25
6_2_C2_60,9_3_C3_35
7_2_C2_50,6_1_C1_50
4_2_C2_5,1_4_C4_45
32_6_C6_30,27_5_C5_75
9_4_C4_60,2_4_C4_10
7_1_C1_55,16_3_C3_40
32_4_C4_30,38_3_C3_55
13_1_C1_45,21_2_C2_75
7_0_C0_35,16_6_C6_75
32_2_C2_25,38_3_C3_55
10_1_C1_20,5_3_C3_45
31_7_C7_10,1_2_C2_10
38_8_C8_35,7_1_C1_55
7_0_C0_35,9_3_C3_35
38_3_C3_55,1_2_C2_10
1_2_C2_10,38_8_C8_35
